,pointID,Geographic Area Name,Population,cdtaname,boroname_left,cdta2020,geoid,Demand,lon,lat,coordinates,OSMID,OSM_lon,OSM_lat,geometry
658,658,"Block 2003, Block Group 2, Census Tract 179, Kings County, New York",705,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),Brooklyn,BK02,360470179002003,15,-73.97365227404114,40.68482907688235,"(40.68482907688235,-73.97365227404114)",42504219,-73.9733059,40.6856091,POINT (-73.9733059 40.6856091)
659,659,"Block 2003, Block Group 2, Census Tract 179, Kings County, New York",705,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),Brooklyn,BK06,360470179002003,15,-73.97365227404114,40.68482907688235,"(40.68482907688235,-73.97365227404114)",42504219,-73.9733059,40.6856091,POINT (-73.9733059 40.6856091)
660,660,"Block 2004, Block Group 2, Census Tract 179, Kings County, New York",50,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),Brooklyn,BK02,360470179002004,2,-73.97268901622698,40.68369974912706,"(40.68369974912706,-73.97268901622698)",42504223,-73.9730257,40.6841369,POINT (-73.97302569999999 40.6841369)
661,661,"Block 2005, Block Group 2, Census Tract 179, Kings County, New York",91,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),Brooklyn,BK02,360470179002005,2,-73.97215738317058,40.68351472657571,"(40.68351472657571,-73.97215738317058)",42510143,-73.9721185,40.6842379,POINT (-73.97211849999999 40.6842379)
662,662,"Block 3000, Block Group 3, Census Tract 179, Kings County, New York",333,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),Brooklyn,BK02,360470179003000,8,-73.96981263194577,40.68538283395435,"(40.68538283395435,-73.96981263194577)",42464925,-73.9702299,40.6846209,POINT (-73.97022990000001 40.6846209)
663,663,"Block 3001, Block Group 3, Census Tract 179, Kings County, New York",406,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),Brooklyn,BK02,360470179003001,9,-73.97084272621231,40.685546033283316,"(40.685546033283316,-73.97084272621231)",42464923,-73.9712227,40.6850196,POINT (-73.9712227 40.6850196)
664,664,"Block 1000, Block Group 1, Census Tract 181, Kings County, New York",635,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),Brooklyn,BK02,360470181001000,14,-73.9724206492967,40.68854454222914,"(40.68854454222914,-73.9724206492967)",42470369,-73.972136,40.689582,POINT (-73.97213600000001 40.689582)
665,665,"Block 1001, Block Group 1, Census Tract 181, Kings County, New York",411,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),Brooklyn,BK02,360470181001001,9,-73.97202858933434,40.686574964487576,"(40.686574964487576,-73.97202858933434)",42501208,-73.9723937,40.6859576,POINT (-73.9723937 40.6859576)
666,666,"Block 2000, Block Group 2, Census Tract 181, Kings County, New York",422,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),Brooklyn,BK02,360470181002000,9,-73.97359769476765,40.68829005616897,"(40.68829005616897,-73.97359769476765)",42504234,-73.973648,40.687303,POINT (-73.973648 40.687303)
667,667,"Block 2001, Block Group 2, Census Tract 181, Kings County, New York",153,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),Brooklyn,BK02,360470181002001,4,-73.9731079238471,40.68829005616897,"(40.68829005616897,-73.9731079238471)",42511697,-73.972687,40.687415,POINT (-73.97268699999999 40.687415)
668,668,"Block 2002, Block Group 2, Census Tract 181, Kings County, New York",112,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),Brooklyn,BK02,360470181002002,3,-73.9732677104503,40.68661980983619,"(40.68661980983619,-73.9732677104503)",42464871,-73.973374,40.685885,POINT (-73.97337400000001 40.685885)
669,669,"Block 2003, Block Group 2, Census Tract 181, Kings County, New York",159,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),Brooklyn,BK02,360470181002003,4,-73.97277453428109,40.68661980983619,"(40.68661980983619,-73.97277453428109)",42501208,-73.9723937,40.6859576,POINT (-73.9723937 40.6859576)
670,670,"Block 3000, Block Group 3, Census Tract 181, Kings County, New York",929,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),Brooklyn,BK02,360470181003000,20,-73.9743736218993,40.68848259697246,"(40.68848259697246,-73.9743736218993)",42504232,-73.974109,40.689663,POINT (-73.974109 40.689663)
671,671,"Block 3001, Block Group 3, Census Tract 181, Kings County, New York",202,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),Brooklyn,BK02,360470181003001,5,-73.97403495389297,40.686750199658235,"(40.686750199658235,-73.97403495389297)",42464866,-73.97444,40.686309,POINT (-73.97444 40.686309)
672,672,"Block 3002, Block Group 3, Census Tract 181, Kings County, New York",82,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),Brooklyn,BK02,360470181003002,2,-73.974152533031,40.6860972548047,"(40.6860972548047,-73.974152533031)",42464866,-73.97444,40.686309,POINT (-73.97444 40.686309)
673,673,"Block 4000, Block Group 4, Census Tract 181, Kings County, New York",404,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),Brooklyn,BK02,360470181004000,9,-73.97045904321897,40.68862896003661,"(40.68862896003661,-73.97045904321897)",42467029,-73.970131,40.689506,POINT (-73.97013099999999 40.689506)
674,674,"Block 4001, Block Group 4, Census Tract 181, Kings County, New York",124,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),Brooklyn,BK02,360470181004001,3,-73.97144583817116,40.688591051575735,"(40.688591051575735,-73.97144583817116)",42488436,-73.971142,40.689544,POINT (-73.971142 40.689544)
675,675,"Block 4002, Block Group 4, Census Tract 181, Kings County, New York",302,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),Brooklyn,BK02,360470181004002,7,-73.97109856957292,40.68685129005208,"(40.68685129005208,-73.97109856957292)",42488439,-73.970764,40.687638,POINT (-73.970764 40.687638)
676,676,"Block 4003, Block Group 4, Census Tract 181, Kings County, New York",269,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),Brooklyn,BK02,360470181004003,6,-73.97012663617872,40.686963295284265,"(40.686963295284265,-73.97012663617872)",42488439,-73.970764,40.687638,POINT (-73.970764 40.687638)
677,677,"Block 1000, Block Group 1, Census Tract 183, Kings County, New York",486,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),Brooklyn,BK02,360470183001000,11,-73.97019027572738,40.69236805452971,"(40.69236805452971,-73.97019027572738)",42467026,-73.970549,40.691602,POINT (-73.97054900000001 40.691602)
678,678,"Block 1001, Block Group 1, Census Tract 183, Kings County, New York",331,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),Brooklyn,BK02,360470183001001,8,-73.97121028020763,40.692406342616664,"(40.692406342616664,-73.97121028020763)",42467024,-73.970859,40.693172,POINT (-73.970859 40.693172)
679,679,"Block 1002, Block Group 1, Census Tract 183, Kings County, New York",79,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),Brooklyn,BK02,360470183001002,2,-73.97084577454544,40.69057284265661,"(40.69057284265661,-73.97084577454544)",42488436,-73.971142,40.689544,POINT (-73.971142 40.689544)
680,680,"Block 1003, Block Group 1, Census Tract 183, Kings County, New York",312,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),Brooklyn,BK02,360470183001003,7,-73.96982643351922,40.69053493361184,"(40.69053493361184,-73.96982643351922)",42467029,-73.970131,40.689506,POINT (-73.97013099999999 40.689506)
681,681,"Block 2000, Block Group 2, Census Tract 183, Kings County, New York",432,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),Brooklyn,BK02,360470183002000,10,-73.97184791113392,40.69061129187989,"(40.69061129187989,-73.97184791113392)",42488433,-73.97156,40.69164,POINT (-73.97156 40.69164)
682,682,"Block 2001, Block Group 2, Census Tract 183, Kings County, New York",442,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),Brooklyn,BK02,360470183002001,10,-73.97283956924454,40.69065068883799,"(40.69065068883799,-73.97283956924454)",42511695,-73.973126,40.689622,POINT (-73.97312599999999 40.689622)
683,683,"Block 3000, Block Group 3, Census Tract 183, Kings County, New York",381,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),Brooklyn,BK02,360470183003000,9,-73.97221195038578,40.692444671896084,"(40.692444671896084,-73.97221195038578)",42488429,-73.971872,40.6932095,POINT (-73.971872 40.6932095)
684,684,"Block 3001, Block Group 3, Census Tract 183, Kings County, New York",321,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),Brooklyn,BK02,360470183003001,7,-73.97320203530617,40.69247801272786,"(40.69247801272786,-73.97320203530617)",42517036,-73.9733152,40.6932627,POINT (-73.9733152 40.6932627)
685,685,"Block 1002, Block Group 1, Census Tract 185.01, Kings County, New York",711,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),Brooklyn,BK02,360470185011002,16,-73.97272925725754,40.694871167419194,"(40.694871167419194,-73.97272925725754)",42471779,-73.9724053,40.6958944,POINT (-73.97240530000001 40.6958944)
686,686,"Block 2003, Block Group 2, Census Tract 185.01, Kings County, New York",1599,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),Brooklyn,BK02,360470185012003,34,-73.97484604965598,40.69561786420119,"(40.69561786420119,-73.97484604965598)",598043896,-73.9742668,40.6959594,POINT (-73.9742668 40.6959594)
687,687,"Block 3000, Block Group 3, Census Tract 185.01, Kings County, New York",945,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),Brooklyn,BK02,360470185013000,21,-73.97417089585483,40.69487047547991,"(40.69487047547991,-73.97417089585483)",4591489132,-73.9755415,40.6951457,POINT (-73.97554150000001 40.6951457)
688,688,"Block 3001, Block Group 3, Census Tract 185.01, Kings County, New York",319,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),Brooklyn,BK02,360470185013001,7,-73.97556343742721,40.694573299986175,"(40.694573299986175,-73.97556343742721)",42524113,-73.976052,40.694412,POINT (-73.976052 40.694412)
689,689,"Block 4000, Block Group 4, Census Tract 185.01, Kings County, New York",665,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),Brooklyn,BK02,360470185014000,15,-73.97411650928004,40.693834903920184,"(40.693834903920184,-73.97411650928004)",42511729,-73.9738521,40.6932829,POINT (-73.9738521 40.6932829)
690,690,"Block 4001, Block Group 4, Census Tract 185.01, Kings County, New York",222,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),Brooklyn,BK02,360470185014001,5,-73.97551326428851,40.69367255735506,"(40.69367255735506,-73.97551326428851)",42517021,-73.9758447,40.693361,POINT (-73.9758447 40.693361)
691,691,"Block 1005, Block Group 1, Census Tract 187, Kings County, New York",501,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),Brooklyn,BK02,360470187001005,11,-73.96958535900134,40.694451336763514,"(40.694451336763514,-73.96958535900134)",42469614,-73.969831,40.693135,POINT (-73.969831 40.693135)
692,692,"Block 1006, Block Group 1, Census Tract 187, Kings County, New York",493,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),Brooklyn,BK02,360470187001006,11,-73.9706140732772,40.69449221638335,"(40.69449221638335,-73.9706140732772)",42467024,-73.970859,40.693172,POINT (-73.970859 40.693172)
693,693,"Block 1007, Block Group 1, Census Tract 187, Kings County, New York",342,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),Brooklyn,BK02,360470187001007,8,-73.97163479593878,40.6945310061477,"(40.6945310061477,-73.97163479593878)",42488429,-73.971872,40.6932095,POINT (-73.971872 40.6932095)
694,694,"Block 1000, Block Group 1, Census Tract 191, Kings County, New York",52,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),Brooklyn,BK02,360470191001000,2,-73.96132963062325,40.697291338212224,"(40.697291338212224,-73.96132963062325)",42468472,-73.960925,40.697737,POINT (-73.960925 40.697737)
695,695,"Block 1001, Block Group 1, Census Tract 191, Kings County, New York",13,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),Brooklyn,BK02,360470191001001,1,-73.96220475964047,40.69733882143348,"(40.69733882143348,-73.96220475964047)",42463227,-73.9628657,40.6979088,POINT (-73.96286569999999 40.6979088)
696,696,"Block 1003, Block Group 1, Census Tract 191, Kings County, New York",10,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),Brooklyn,BK02,360470191001003,1,-73.96295584102569,40.69725860549572,"(40.69725860549572,-73.96295584102569)",42463227,-73.9628657,40.6979088,POINT (-73.96286569999999 40.6979088)
697,697,"Block 1008, Block Group 1, Census Tract 191, Kings County, New York",70,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),Brooklyn,BK02,360470191001008,2,-73.96188364028822,40.6950493583672,"(40.6950493583672,-73.96188364028822)",42471829,-73.961586,40.696207,POINT (-73.961586 40.696207)
698,698,"Block 1009, Block Group 1, Census Tract 191, Kings County, New York",505,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),Brooklyn,BK02,360470191001009,11,-73.96086441277193,40.695162399032355,"(40.695162399032355,-73.96086441277193)",42501868,-73.961093,40.694011,POINT (-73.96109300000001 40.694011)
699,699,"Block 1010, Block Group 1, Census Tract 191, Kings County, New York",257,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),Brooklyn,BK02,360470191001010,6,-73.96287940839743,40.69485307799799,"(40.69485307799799,-73.96287940839743)",42516533,-73.9631395,40.6937727,POINT (-73.9631395 40.6937727)
700,700,"Block 1012, Block Group 1, Census Tract 191, Kings County, New York",561,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),Brooklyn,BK02,360470191001012,12,-73.96379343010858,40.694685997220255,"(40.694685997220255,-73.96379343010858)",42471797,-73.9644503,40.6955923,POINT (-73.9644503 40.6955923)
701,701,"Block 2002, Block Group 2, Census Tract 191, Kings County, New York",40,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),Brooklyn,BK02,360470191002002,1,-73.96690792752388,40.6959387297501,"(40.6959387297501,-73.96690792752388)",42466413,-73.9664207,40.6959533,POINT (-73.9664207 40.6959533)
702,702,"Block 2006, Block Group 2, Census Tract 191, Kings County, New York",367,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),Brooklyn,BK02,360470191002006,8,-73.96473069930767,40.69463117197027,"(40.69463117197027,-73.96473069930767)",42471797,-73.9644503,40.6955923,POINT (-73.9644503 40.6955923)
703,703,"Block 2007, Block Group 2, Census Tract 191, Kings County, New York",340,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),Brooklyn,BK02,360470191002007,8,-73.96567047036831,40.69459302779342,"(40.69459302779342,-73.96567047036831)",42471789,-73.9654048,40.6956341,POINT (-73.9654048 40.6956341)
704,704,"Block 2008, Block Group 2, Census Tract 191, Kings County, New York",403,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),Brooklyn,BK02,360470191002008,9,-73.96662721546511,40.69454680374166,"(40.69454680374166,-73.96662721546511)",42466419,-73.966365,40.6956727,POINT (-73.966365 40.6956727)
705,705,"Block 3004, Block Group 3, Census Tract 191, Kings County, New York",348,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),Brooklyn,BK02,360470191003004,8,-73.96858854810012,40.694482400712545,"(40.694482400712545,-73.96858854810012)",42471786,-73.9683579,40.6957459,POINT (-73.9683579 40.6957459)
706,706,"Block 3005, Block Group 3, Census Tract 191, Kings County, New York",461,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),Brooklyn,BK02,360470191003005,10,-73.96760879602807,40.69451838945365,"(40.69451838945365,-73.96760879602807)",42471787,-73.9673574,40.6957093,POINT (-73.9673574 40.6957093)
707,707,"Block 1000, Block Group 1, Census Tract 193, Kings County, New York",527,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),Brooklyn,BK02,360470193001000,12,-73.96153918013759,40.69340783904589,"(40.69340783904589,-73.96153918013759)",42501868,-73.961093,40.694011,POINT (-73.96109300000001 40.694011)
708,708,"Block 1001, Block Group 1, Census Tract 193, Kings County, New York",784,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),Brooklyn,BK02,360470193001001,17,-73.96303470743806,40.693260402945526,"(40.693260402945526,-73.96303470743806)",42516533,-73.9631395,40.6937727,POINT (-73.9631395 40.6937727)
709,709,"Block 1002, Block Group 1, Census Tract 193, Kings County, New York",1256,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),Brooklyn,BK02,360470193001002,27,-73.96482744924222,40.692760938240525,"(40.692760938240525,-73.96482744924222)",42510121,-73.9649923,40.6935574,POINT (-73.96499230000001 40.6935574)
710,710,"Block 2000, Block Group 2, Census Tract 193, Kings County, New York",121,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),Brooklyn,BK02,360470193002000,3,-73.96045894720353,40.69327048217937,"(40.69327048217937,-73.96045894720353)",42492314,-73.960738,40.692424,POINT (-73.96073800000001 40.692424)
711,711,"Block 2001, Block Group 2, Census Tract 193, Kings County, New York",929,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),Brooklyn,BK02,360470193002001,20,-73.96007579530165,40.691435590008275,"(40.691435590008275,-73.96007579530165)",42501872,-73.960293,40.690346,POINT (-73.96029299999999 40.690346)
712,712,"Block 3000, Block Group 3, Census Tract 193, Kings County, New York",374,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),Brooklyn,BK02,360470193003000,8,-73.96202541418195,40.69121752685032,"(40.69121752685032,-73.96202541418195)",42492312,-73.961899,40.6923,POINT (-73.961899 40.6923)
713,713,"Block 3001, Block Group 3, Census Tract 193, Kings County, New York",306,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),Brooklyn,BK02,360470193003001,7,-73.96400544224376,40.690990078990836,"(40.690990078990836,-73.96400544224376)",3446656856,-73.9637301,40.6919943,POINT (-73.96373010000001 40.6919943)
714,714,"Block 4000, Block Group 4, Census Tract 193, Kings County, New York",756,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),Brooklyn,BK02,360470193004000,17,-73.96455770249626,40.68912551124593,"(40.68912551124593,-73.96455770249626)",42466432,-73.9651875,40.6897837,POINT (-73.9651875 40.6897837)
715,715,"Block 4001, Block Group 4, Census Tract 193, Kings County, New York",1226,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),Brooklyn,BK02,360470193004001,26,-73.96207310268147,40.68911312215924,"(40.68911312215924,-73.96207310268147)",42499376,-73.962836,40.688555,POINT (-73.962836 40.688555)
716,716,"Block 1000, Block Group 1, Census Tract 195, Kings County, New York",322,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),Brooklyn,BK02,360470195001000,7,-73.96623924298268,40.69260640366048,"(40.69260640366048,-73.96623924298268)",42466423,-73.9659103,40.6934509,POINT (-73.9659103 40.6934509)
717,717,"Block 1001, Block Group 1, Census Tract 195, Kings County, New York",499,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),Brooklyn,BK02,360470195001001,11,-73.9658722029586,40.690769020390036,"(40.690769020390036,-73.9658722029586)",42466432,-73.9651875,40.6897837,POINT (-73.9651875 40.6897837)
718,718,"Block 2000, Block Group 2, Census Tract 195, Kings County, New York",331,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),Brooklyn,BK02,360470195002000,8,-73.96726867778085,40.69281341654968,"(40.69281341654968,-73.96726867778085)",42487063,-73.967844,40.69323,POINT (-73.967844 40.69323)
719,719,"Block 2001, Block Group 2, Census Tract 195, Kings County, New York",581,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),Brooklyn,BK02,360470195002001,13,-73.9668367487134,40.69065818577754,"(40.69065818577754,-73.9668367487134)",42487070,-73.9671181,40.6895647,POINT (-73.96711809999999 40.6895647)
720,720,"Block 3000, Block Group 3, Census Tract 195, Kings County, New York",1046,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),Brooklyn,BK02,360470195003000,23,-73.96816245878696,40.69234948526859,"(40.69234948526859,-73.96816245878696)",42492303,-73.968493,40.691545,POINT (-73.968493 40.691545)
721,721,"Block 3001, Block Group 3, Census Tract 195, Kings County, New York",199,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),Brooklyn,BK02,360470195003001,5,-73.96780475737275,40.69055292982945,"(40.69055292982945,-73.96780475737275)",42487066,-73.967531,40.691643,POINT (-73.96753099999999 40.691643)
722,722,"Block 4000, Block Group 4, Census Tract 195, Kings County, New York",517,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),Brooklyn,BK02,360470195004000,11,-73.96923760238701,40.69271119124279,"(40.69271119124279,-73.96923760238701)",42500046,-73.9688092,40.693114,POINT (-73.9688092 40.693114)
723,723,"Block 4001, Block Group 4, Census Tract 195, Kings County, New York",189,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),Brooklyn,BK02,360470195004001,5,-73.968798667542,40.69050616301608,"(40.69050616301608,-73.968798667542)",42469617,-73.969103,40.689468,POINT (-73.969103 40.689468)
724,724,"Block 1000, Block Group 1, Census Tract 197, Kings County, New York",253,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),Brooklyn,BK02,360470197001000,6,-73.96548767019962,40.688999134907284,"(40.688999134907284,-73.96548767019962)",42466432,-73.9651875,40.6897837,POINT (-73.9651875 40.6897837)
725,725,"Block 1001, Block Group 1, Census Tract 197, Kings County, New York",164,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),Brooklyn,BK02,360470197001001,4,-73.9664733572003,40.688885239229634,"(40.688885239229634,-73.9664733572003)",42478390,-73.966135,40.689673,POINT (-73.96613499999999 40.689673)
726,726,"Block 2000, Block Group 2, Census Tract 197, Kings County, New York",188,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),Brooklyn,BK02,360470197002000,4,-73.9637443583882,40.688072429104565,"(40.688072429104565,-73.9637443583882)",42479654,-73.9646127,40.6876005,POINT (-73.9646127 40.6876005)
727,727,"Block 2001, Block Group 2, Census Tract 197, Kings County, New York",464,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),Brooklyn,BK02,360470197002001,10,-73.96508573446422,40.68722860750855,"(40.68722860750855,-73.96508573446422)",42479654,-73.9646127,40.6876005,POINT (-73.9646127 40.6876005)
728,728,"Block 2002, Block Group 2, Census Tract 197, Kings County, New York",272,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),Brooklyn,BK02,360470197002002,6,-73.96358475379714,40.68734072760894,"(40.68734072760894,-73.96358475379714)",42501239,-73.9635087,40.6869754,POINT (-73.96350870000001 40.6869754)
729,729,"Block 3000, Block Group 3, Census Tract 197, Kings County, New York",204,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),Brooklyn,BK02,360470197003000,5,-73.96617401424325,40.68741662270538,"(40.68741662270538,-73.96617401424325)",42487074,-73.966821,40.688088,POINT (-73.966821 40.688088)
730,730,"Block 3001, Block Group 3, Census Tract 197, Kings County, New York",800,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),Brooklyn,BK02,360470197003001,17,-73.96715786983589,40.68730536132877,"(40.68730536132877,-73.96715786983589)",42487074,-73.966821,40.688088,POINT (-73.966821 40.688088)
731,731,"Block 3002, Block Group 3, Census Tract 197, Kings County, New York",267,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),Brooklyn,BK02,360470197003002,6,-73.96813912917162,40.687192568238274,"(40.687192568238274,-73.96813912917162)",42469624,-73.968491,40.686403,POINT (-73.968491 40.686403)
732,732,"Block 4000, Block Group 4, Census Tract 197, Kings County, New York",475,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),Brooklyn,BK02,360470197004000,11,-73.96745011231542,40.68877048979227,"(40.68877048979227,-73.96745011231542)",42500049,-73.967788,40.687984,POINT (-73.967788 40.687984)
733,733,"Block 4001, Block Group 4, Census Tract 197, Kings County, New York",268,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),Brooklyn,BK02,360470197004001,6,-73.9684757056827,40.68888019379877,"(40.68888019379877,-73.9684757056827)",5482177472,-73.9680779,40.6894532,POINT (-73.9680779 40.6894532)
734,734,"Block 4002, Block Group 4, Census Tract 197, Kings County, New York",177,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),Brooklyn,BK02,360470197004002,4,-73.96949404853814,40.68886566336577,"(40.68886566336577,-73.96949404853814)",42469617,-73.969103,40.689468,POINT (-73.969103 40.689468)
735,735,"Block 4003, Block Group 4, Census Tract 197, Kings County, New York",45,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),Brooklyn,BK02,360470197004003,1,-73.96860607692854,40.68817123977135,"(40.68817123977135,-73.96860607692854)",42469621,-73.968785,40.687868,POINT (-73.968785 40.687868)
736,736,"Block 1000, Block Group 1, Census Tract 199, Kings County, New York",168,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),Brooklyn,BK02,360470199001000,4,-73.96580765670339,40.685586512159816,"(40.685586512159816,-73.96580765670339)",42487087,-73.966094,40.684431,POINT (-73.966094 40.684431)
737,737,"Block 1001, Block Group 1, Census Tract 199, Kings County, New York",451,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),Brooklyn,BK02,360470199001001,10,-73.96679325397781,40.685474043699685,"(40.685474043699685,-73.96679325397781)",42487087,-73.966094,40.684431,POINT (-73.966094 40.684431)
738,738,"Block 2000, Block Group 2, Census Tract 199, Kings County, New York",301,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),Brooklyn,BK02,360470199002000,7,-73.965460711431,40.68384876368382,"(40.68384876368382,-73.965460711431)",42464936,-73.965865,40.683267,POINT (-73.96586499999999 40.683267)
739,739,"Block 2001, Block Group 2, Census Tract 199, Kings County, New York",203,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),Brooklyn,BK02,360470199002001,5,-73.96648130669706,40.68390097200003,"(40.68390097200003,-73.96648130669706)",42464934,-73.9668909,40.6834804,POINT (-73.9668909 40.6834804)
740,740,"Block 2002, Block Group 2, Census Tract 199, Kings County, New York",243,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),Brooklyn,BK02,360470199002002,6,-73.96749645826097,40.683965858146614,"(40.683965858146614,-73.96749645826097)",42464932,-73.9679554,40.683717,POINT (-73.96795539999999 40.683717)
741,741,"Block 3000, Block Group 3, Census Tract 199, Kings County, New York",440,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),Brooklyn,BK02,360470199003000,10,-73.96514422018258,40.68222885916394,"(40.68222885916394,-73.96514422018258)",42464938,-73.964779,40.68304,POINT (-73.96477899999999 40.68304)
742,742,"Block 3001, Block Group 3, Census Tract 199, Kings County, New York",303,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),Brooklyn,BK02,360470199003001,7,-73.96621032708825,40.682501125263464,"(40.682501125263464,-73.96621032708825)",42464936,-73.965865,40.683267,POINT (-73.96586499999999 40.683267)
743,743,"Block 3002, Block Group 3, Census Tract 199, Kings County, New York",326,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),Brooklyn,BK02,360470199003002,7,-73.96723062543846,40.682665848571254,"(40.682665848571254,-73.96723062543846)",42464934,-73.9668909,40.6834804,POINT (-73.9668909 40.6834804)
744,744,"Block 3003, Block Group 3, Census Tract 199, Kings County, New York",456,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),Brooklyn,BK02,360470199003003,10,-73.9683052905448,40.682906403346266,"(40.682906403346266,-73.9683052905448)",42464932,-73.9679554,40.683717,POINT (-73.96795539999999 40.683717)
745,745,"Block 4000, Block Group 4, Census Tract 199, Kings County, New York",526,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),Brooklyn,BK02,360470199004000,12,-73.96777354817132,40.685361037733784,"(40.685361037733784,-73.96777354817132)",42469626,-73.968054,40.684205,POINT (-73.968054 40.684205)
